date,temp_max,temp_min,precipitation,wind_speed,humidity,next_day_temp
2024-04-25,33.3,21.1,0.0,17.1,90,34.8
2024-04-26,34.8,21.8,0.0,16.9,85,34.9
2024-04-27,34.9,22.5,4.6,14.2,90,33.7
2024-04-28,33.7,22.4,0.1,22.4,97,34.2
2024-04-29,34.2,22.1,0.8,14.6,88,33.7
2024-04-30,33.7,22.5,0.0,18.7,84,38.0
2024-05-01,38.0,22.2,0.0,24.9,88,40.1
2024-05-02,40.1,23.3,0.2,33.0,98,33.9
2024-05-03,33.9,21.2,0.0,16.7,83,36.8
2024-05-04,36.8,21.8,0.0,13.7,85,29.0
2024-05-05,29.0,22.0,11.3,18.5,95,27.5
2024-05-06,27.5,20.9,44.7,18.8,95,30.2
2024-05-07,30.2,20.8,15.7,13.0,97,29.9
2024-05-08,29.9,21.3,0.2,9.8,97,30.1
2024-05-09,30.1,22.6,1.0,9.7,95,30.2
2024-05-10,30.2,22.1,2.1,12.3,97,31.5
2024-05-11,31.5,22.0,2.5,7.3,98,32.2
2024-05-12,32.2,22.5,0.4,10.0,98,31.3
2024-05-13,31.3,24.1,21.9,10.9,94,34.0
2024-05-14,34.0,23.4,5.0,9.4,94,34.8
2024-05-15,34.8,25.3,0.1,13.0,88,34.3
2024-05-16,34.3,24.9,18.4,15.7,97,35.0
2024-05-17,35.0,25.0,0.4,22.3,97,30.5
2024-05-18,30.5,24.4,7.4,16.2,95,31.6
2024-05-19,31.6,23.1,20.2,11.3,97,32.0
2024-05-20,32.0,23.4,7.9,9.0,98,33.0
2024-05-21,33.0,23.4,9.6,13.6,98,34.8
2024-05-22,34.8,24.4,0.5,9.7,92,34.0
2024-05-23,34.0,25.8,0.7,12.4,90,35.5
2024-05-24,35.5,26.4,2.5,14.0,92,36.9
2024-05-25,36.9,26.0,0.0,21.2,94,36.6
2024-05-26,36.6,27.1,0.1,10.7,88,29.5
2024-05-27,29.5,25.5,42.4,28.7,96,26.5
2024-05-28,26.5,24.5,56.8,36.4,99,30.8
2024-05-29,30.8,24.0,2.7,11.7,98,31.5
2024-05-30,31.5,24.5,13.5,10.5,97,29.7
2024-05-31,29.7,24.5,25.1,11.3,98,31.4
2024-06-01,31.4,24.3,4.6,8.9,97,31.5
2024-06-02,31.5,24.0,17.4,11.2,97,31.6
2024-06-03,31.6,24.0,13.5,14.6,99,30.9
2024-06-04,30.9,24.0,21.9,10.0,99,31.6
2024-06-05,31.6,23.2,10.6,8.7,98,32.2
2024-06-06,32.2,24.0,7.1,11.2,99,32.9
2024-06-07,32.9,24.8,0.0,13.7,95,31.9
2024-06-08,31.9,25.0,12.3,10.8,98,32.0
2024-06-09,32.0,24.6,7.8,12.1,98,30.4
2024-06-10,30.4,24.9,3.1,9.5,99,32.7
2024-06-11,32.7,24.9,5.3,8.0,98,33.3
2024-06-12,33.3,25.6,5.7,8.7,97,31.3
2024-06-13,31.3,25.0,23.1,12.8,98,30.2
2024-06-14,30.2,25.6,6.7,8.1,98,29.8
2024-06-15,29.8,24.5,86.4,7.7,98,27.8
2024-06-16,27.8,25.2,51.6,11.1,99,29.1
2024-06-17,29.1,25.1,69.6,7.6,98,27.5
2024-06-18,27.5,24.5,89.3,13.7,99,27.4
2024-06-19,27.4,24.0,58.1,18.4,98,29.9
2024-06-20,29.9,24.5,22.0,11.5,98,31.8
2024-06-21,31.8,24.5,0.8,8.2,99,32.7
2024-06-22,32.7,25.6,5.4,7.6,97,33.4
2024-06-23,33.4,25.8,27.8,10.1,97,32.7
2024-06-24,32.7,26.1,6.3,12.3,99,32.2
2024-06-25,32.2,26.0,7.6,14.6,99,31.8
2024-06-26,31.8,25.5,14.0,12.4,98,31.2
2024-06-27,31.2,25.7,15.1,10.8,100,29.9
2024-06-28,29.9,25.5,22.2,7.2,98,29.6
2024-06-29,29.6,25.5,66.3,8.2,97,30.2
2024-06-30,30.2,25.7,70.8,7.1,98,26.8
2024-07-01,26.8,25.1,50.9,12.3,99,29.6
2024-07-02,29.6,24.7,17.0,13.0,97,31.5
2024-07-03,31.5,25.2,40.4,11.5,100,30.6
2024-07-04,30.6,25.4,49.3,5.9,99,30.2
2024-07-05,30.2,25.6,14.7,7.8,98,31.7
2024-07-06,31.7,25.5,15.4,8.9,100,31.9
2024-07-07,31.9,25.2,11.5,8.9,100,32.2
2024-07-08,32.2,25.9,8.2,16.3,97,31.1
2024-07-09,31.1,26.2,4.7,16.3,97,30.1
2024-07-10,30.1,25.6,8.3,10.5,97,30.6
2024-07-11,30.6,25.4,4.2,11.6,97,30.7
2024-07-12,30.7,25.7,27.5,11.1,98,33.1
2024-07-13,33.1,25.9,1.5,9.5,97,33.3
2024-07-14,33.3,26.5,15.5,11.2,96,33.0
2024-07-15,33.0,26.5,49.8,8.3,99,30.6
2024-07-16,30.6,26.3,7.4,9.2,98,33.8
2024-07-17,33.8,26.6,3.9,10.4,97,33.2
2024-07-18,33.2,26.6,3.9,7.2,98,35.4
2024-07-19,35.4,27.0,13.8,12.2,97,32.4
2024-07-20,32.4,26.2,19.0,8.4,97,33.0
2024-07-21,33.0,26.7,20.7,7.5,95,31.9
2024-07-22,31.9,26.4,103.3,6.9,96,31.4
2024-07-23,31.4,26.2,17.0,6.6,96,32.5
2024-07-24,32.5,26.3,34.7,6.5,98,32.0
2024-07-25,32.0,26.0,28.3,10.2,99,35.9
2024-07-26,35.9,27.1,0.4,15.5,99,36.9
2024-07-27,36.9,27.5,0.0,12.8,92,34.9
2024-07-28,34.9,27.1,0.3,13.0,92,32.0
2024-07-29,32.0,26.1,16.6,9.4,97,31.9
2024-07-30,31.9,26.4,17.9,6.1,96,32.9
2024-07-31,32.9,25.8,12.7,7.5,99,32.1
2024-08-01,32.1,26.3,2.2,20.5,98,29.6
2024-08-02,29.6,25.9,27.6,10.1,98,30.0
2024-08-03,30.0,25.3,42.6,10.1,98,31.9
2024-08-04,31.9,25.0,2.6,10.6,100,30.0
2024-08-05,30.0,25.9,39.7,6.6,95,27.5
2024-08-06,27.5,25.6,89.4,5.8,96,31.5
2024-08-07,31.5,25.2,32.2,8.7,98,30.4
2024-08-08,30.4,25.0,32.3,7.7,98,30.3
2024-08-09,30.3,25.5,13.1,8.4,99,31.0
2024-08-10,31.0,25.3,10.7,7.6,98,29.1
2024-08-11,29.1,25.9,18.0,6.5,98,31.1
2024-08-12,31.1,25.9,8.4,9.7,97,32.7
2024-08-13,32.7,25.6,12.8,9.0,100,33.0
2024-08-14,33.0,26.1,0.8,6.3,97,31.3
2024-08-15,31.3,26.0,16.0,8.7,97,33.8
2024-08-16,33.8,25.8,2.4,10.5,99,32.9
2024-08-17,32.9,24.9,9.4,15.5,99,31.1
2024-08-18,31.1,24.8,23.1,10.0,97,29.6
2024-08-19,29.6,25.2,26.4,16.6,97,28.7
2024-08-20,28.7,24.3,80.0,19.4,94,30.0
2024-08-21,30.0,24.3,45.5,16.8,100,31.1
2024-08-22,31.1,25.2,3.3,12.2,100,32.2
2024-08-23,32.2,25.5,0.5,10.1,96,32.6
2024-08-24,32.6,24.9,26.5,10.7,97,33.2
2024-08-25,33.2,24.8,11.0,7.8,99,32.2
2024-08-26,32.2,25.1,13.2,11.9,100,32.3
2024-08-27,32.3,25.5,1.5,10.6,98,32.6
2024-08-28,32.6,26.0,0.5,9.2,99,32.2
2024-08-29,32.2,26.0,2.8,8.3,99,34.2
2024-08-30,34.2,26.4,0.7,11.8,96,32.6
2024-08-31,32.6,26.1,18.1,10.5,95,31.2
2024-09-01,31.2,24.8,13.2,8.7,99,32.9
2024-09-02,32.9,25.8,3.1,8.2,98,32.0
2024-09-03,32.0,25.6,21.3,14.8,97,31.4
2024-09-04,31.4,25.1,8.2,11.0,98,30.5
2024-09-05,30.5,24.9,12.3,6.3,99,33.5
2024-09-06,33.5,25.3,0.6,9.2,100,34.2
2024-09-07,34.2,26.4,0.0,10.7,97,34.0
2024-09-08,34.0,26.3,0.4,11.4,99,33.5
2024-09-09,33.5,26.6,4.4,10.1,96,33.1
2024-09-10,33.1,26.4,1.1,8.6,95,31.2
2024-09-11,31.2,26.0,11.1,11.8,96,34.0
2024-09-12,34.0,26.0,0.0,11.3,95,34.0
2024-09-13,34.0,27.0,0.3,18.5,97,33.6
2024-09-14,33.6,27.4,0.0,15.7,87,31.4
2024-09-15,31.4,25.9,2.1,10.8,97,32.2
2024-09-16,32.2,25.4,6.0,5.4,97,33.2
2024-09-17,33.2,25.0,0.0,6.4,99,34.1
2024-09-18,34.1,26.1,1.3,6.6,99,35.7
2024-09-19,35.7,26.6,0.0,7.5,97,36.0
2024-09-20,36.0,27.1,0.0,6.2,92,36.7
2024-09-21,36.7,26.6,0.0,6.8,97,36.5
2024-09-22,36.5,27.6,0.0,8.0,96,37.6
2024-09-23,37.6,28.4,0.0,12.2,98,32.0
2024-09-24,32.0,25.7,34.3,12.6,96,31.0
2024-09-25,31.0,26.0,20.8,8.2,96,26.7
2024-09-26,26.7,24.8,23.2,8.6,97,29.9
2024-09-27,29.9,24.6,4.4,9.2,96,30.0
2024-09-28,30.0,23.5,1.4,14.7,99,30.4
2024-09-29,30.4,24.8,4.9,14.6,99,31.1
2024-09-30,31.1,24.8,5.3,15.4,100,28.8
2024-10-01,28.8,24.4,19.3,10.1,97,30.5
2024-10-02,30.5,25.1,7.4,12.5,99,28.1
2024-10-03,28.1,24.9,24.4,16.5,96,25.6
2024-10-04,25.6,24.1,40.1,13.8,97,26.0
2024-10-05,26.0,23.7,44.4,14.9,97,28.0
2024-10-06,28.0,23.1,9.7,11.2,98,30.9
2024-10-07,30.9,23.0,5.3,8.2,100,29.6
2024-10-08,29.6,23.4,3.7,15.7,98,28.8
2024-10-09,28.8,23.3,6.5,16.0,98,28.3
2024-10-10,28.3,22.9,3.6,9.4,97,29.1
2024-10-11,29.1,22.2,14.3,15.0,100,28.6
2024-10-12,28.6,22.7,1.0,10.5,98,29.1
2024-10-13,29.1,22.4,0.7,9.6,98,29.6
2024-10-14,29.6,20.9,0.0,8.8,99,29.9
2024-10-15,29.9,21.5,2.2,12.5,100,27.9
2024-10-16,27.9,22.0,6.6,9.0,97,29.1
2024-10-17,29.1,20.8,0.7,7.1,99,29.0
2024-10-18,29.0,21.4,2.3,8.7,97,28.5
2024-10-19,28.5,21.9,0.4,9.9,99,29.2
2024-10-20,29.2,21.2,0.0,14.1,100,30.0
2024-10-21,30.0,20.6,0.0,13.2,98,30.5
2024-10-22,30.5,21.8,0.0,13.2,100,28.6
2024-10-23,28.6,22.4,1.6,15.2,98,24.7
2024-10-24,24.7,22.1,2.8,12.9,97,26.5
2024-10-25,26.5,21.2,8.2,14.1,96,27.5
2024-10-26,27.5,21.8,4.0,10.7,96,29.5
2024-10-27,29.5,21.5,0.0,5.9,99,29.6
2024-10-28,29.6,21.0,0.0,6.5,98,28.8
2024-10-29,28.8,21.5,0.5,11.9,98,29.0
2024-10-30,29.0,22.2,14.8,10.8,98,27.5
2024-10-31,27.5,22.1,6.3,8.8,97,28.1
2024-11-01,28.1,21.6,1.5,8.3,98,29.2
2024-11-02,29.2,21.0,0.0,9.1,100,29.7
2024-11-03,29.7,20.8,0.0,8.0,98,29.9
2024-11-04,29.9,21.0,0.0,9.4,100,29.8
2024-11-05,29.8,21.8,0.0,12.3,100,28.2
2024-11-06,28.2,20.5,0.0,8.3,98,28.0
2024-11-07,28.0,19.4,0.0,9.5,99,27.6
2024-11-08,27.6,19.2,0.0,10.5,98,28.0
2024-11-09,28.0,18.7,0.0,12.3,100,29.0
2024-11-10,29.0,18.1,0.0,10.7,96,29.2
2024-11-11,29.2,18.8,0.0,7.5,100,28.5
2024-11-12,28.5,19.2,1.3,11.0,98,28.4
2024-11-13,28.4,19.6,0.0,7.2,99,29.1
2024-11-14,29.1,19.4,0.0,7.0,97,28.4
2024-11-15,28.4,19.0,0.0,5.6,96,28.0
2024-11-16,28.0,18.8,0.9,5.8,98,28.6
2024-11-17,28.6,20.4,0.0,6.1,99,28.8
2024-11-18,28.8,18.9,0.0,9.1,98,29.0
2024-11-19,29.0,18.4,0.0,8.7,92,28.5
2024-11-20,28.5,17.0,0.0,11.9,94,28.9
2024-11-21,28.9,16.6,0.0,13.9,93,26.6
2024-11-22,26.6,16.7,1.8,13.6,99,26.0
2024-11-23,26.0,16.9,0.4,7.7,97,25.1
2024-11-24,25.1,17.9,0.9,9.2,97,25.5
2024-11-25,25.5,17.5,0.2,13.0,100,26.5
2024-11-26,26.5,17.1,0.2,11.8,96,27.1
2024-11-27,27.1,16.5,0.0,13.0,99,27.4
2024-11-28,27.4,15.6,0.0,14.2,96,28.0
2024-11-29,28.0,15.4,0.0,13.6,98,28.2
2024-11-30,28.2,15.6,0.0,9.1,97,27.2
2024-12-01,27.2,16.1,0.0,8.7,99,27.0
2024-12-02,27.0,16.3,0.0,12.1,96,26.8
2024-12-03,26.8,15.8,0.0,8.5,98,26.0
2024-12-04,26.0,16.5,0.1,7.8,97,25.4
2024-12-05,25.4,16.3,1.4,6.4,96,24.8
2024-12-06,24.8,15.9,0.2,7.3,98,23.8
2024-12-07,23.8,17.2,1.0,10.0,99,25.0
2024-12-08,25.0,16.0,0.0,10.6,100,24.1
2024-12-09,24.1,14.7,0.0,8.6,99,23.4
2024-12-10,23.4,15.9,0.5,11.3,97,23.0
2024-12-11,23.0,15.1,0.3,10.0,99,23.8
2024-12-12,23.8,15.2,0.0,9.4,99,23.7
2024-12-13,23.7,13.2,0.0,9.5,98,24.0
2024-12-14,24.0,14.4,0.0,9.6,95,24.1
2024-12-15,24.1,13.1,0.0,12.0,95,24.6
2024-12-16,24.6,12.5,0.0,7.9,93,23.5
2024-12-17,23.5,12.2,0.0,8.0,100,24.0
2024-12-18,24.0,12.6,0.0,7.7,100,24.8
2024-12-19,24.8,14.2,0.0,6.7,97,24.3
2024-12-20,24.3,14.2,0.0,5.6,99,24.0
2024-12-21,24.0,15.0,0.3,8.6,100,23.0
2024-12-22,23.0,14.4,0.0,10.5,100,23.3
2024-12-23,23.3,13.2,0.0,10.3,98,23.8
2024-12-24,23.8,13.1,0.0,9.1,98,23.9
2024-12-25,23.9,13.4,0.0,5.9,96,24.5
2024-12-26,24.5,13.1,0.0,9.0,98,23.8
2024-12-27,23.8,12.6,0.0,9.8,97,24.3
2024-12-28,24.3,12.9,0.0,12.3,97,23.5
2024-12-29,23.5,12.2,0.0,7.4,97,24.2
2024-12-30,24.2,13.4,0.0,7.7,94,23.6
